PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
341,5,19:00:00,19:20:00
341,5,19:20:00,19:40:00
341,5,19:40:00,08:00:00
341,5,08:00:00,08:20:00
341,5,08:20:00,08:40:00
341,5,08:40:00,09:00:00
341,5,09:00:00,09:20:00
341,5,09:20:00,09:40:00
341,5,09:40:00,10:00:00
341,5,10:00:00,10:20:00
341,5,10:20:00,10:40:00
341,5,10:40:00,11:00:00
341,5,11:00:00,11:20:00
341,5,11:20:00,11:40:00
341,5,11:40:00,12:00:00
341,5,12:00:00,12:20:00
341,5,12:20:00,12:40:00
341,5,12:40:00,13:00:00
341,5,13:00:00,13:20:00
341,5,13:20:00,13:40:00
341,5,13:40:00,14:00:00
341,5,14:00:00,14:20:00
341,5,14:20:00,14:40:00
341,5,14:40:00,15:00:00
341,5,15:00:00,15:20:00
341,5,15:20:00,15:40:00
341,5,15:40:00,16:00:00
341,5,16:00:00,16:20:00
341,5,16:20:00,16:40:00
341,5,16:40:00,17:00:00
337,2,10:00:00,10:20:00
337,2,10:20:00,10:40:00
337,2,10:40:00,11:00:00
337,2,11:00:00,11:20:00
337,2,11:20:00,11:40:00
337,2,11:40:00,12:00:00
337,2,12:00:00,12:20:00
337,2,12:20:00,12:40:00
337,2,12:40:00,13:00:00
337,2,13:00:00,13:20:00
337,2,13:20:00,13:40:00
337,2,13:40:00,14:00:00
337,2,14:00:00,14:20:00
337,2,14:20:00,14:40:00
337,2,14:40:00,15:00:00
337,3,10:00:00,10:20:00
337,3,10:20:00,10:40:00
337,3,10:40:00,11:00:00
337,3,11:00:00,11:20:00
337,3,11:20:00,11:40:00
337,3,11:40:00,12:00:00
337,3,12:00:00,12:20:00
337,3,12:20:00,12:40:00
337,3,12:40:00,13:00:00
337,3,13:00:00,13:20:00
337,3,13:20:00,13:40:00
337,3,13:40:00,14:00:00
337,3,14:00:00,14:20:00
337,3,14:20:00,14:40:00
337,3,14:40:00,15:00:00
337,4,10:00:00,10:20:00
337,4,10:20:00,10:40:00
337,4,10:40:00,11:00:00
337,4,11:00:00,11:20:00
337,4,11:20:00,11:40:00
337,4,11:40:00,12:00:00
337,4,12:00:00,12:20:00
337,4,12:20:00,12:40:00
337,4,12:40:00,13:00:00
337,4,13:00:00,13:20:00
337,4,13:20:00,13:40:00
337,4,13:40:00,14:00:00
337,4,14:00:00,14:20:00
337,4,14:20:00,14:40:00
337,4,14:40:00,15:00:00
337,5,10:00:00,10:20:00
337,5,10:20:00,10:40:00
337,5,10:40:00,11:00:00
337,5,11:00:00,11:20:00
337,5,11:20:00,11:40:00
337,5,11:40:00,12:00:00
337,5,12:00:00,12:20:00
337,5,12:20:00,12:40:00
337,5,12:40:00,13:00:00
337,5,13:00:00,13:20:00
337,5,13:20:00,13:40:00
337,5,13:40:00,14:00:00
337,5,14:00:00,14:20:00
337,5,14:20:00,14:40:00
337,5,14:40:00,15:00:00
336,2,08:00:00,08:15:00
336,2,08:15:00,08:30:00
336,2,08:30:00,08:45:00
336,2,08:45:00,09:00:00
336,2,09:00:00,09:15:00
336,2,09:15:00,09:30:00
336,2,09:30:00,09:45:00
336,2,09:45:00,10:00:00
336,2,10:00:00,10:15:00
336,2,10:15:00,10:30:00
336,2,10:30:00,10:45:00
336,2,10:45:00,11:00:00
336,2,11:00:00,11:15:00
336,2,11:15:00,11:30:00
336,2,11:30:00,11:45:00
336,2,11:45:00,12:00:00
336,2,12:00:00,12:15:00
336,2,12:15:00,12:30:00
336,2,12:30:00,12:45:00
336,2,12:45:00,13:00:00
336,2,13:00:00,13:15:00
336,2,13:15:00,13:30:00
336,2,13:30:00,13:45:00
336,2,13:45:00,14:00:00
336,2,14:00:00,14:15:00
336,2,14:15:00,14:30:00
336,2,14:30:00,14:45:00
336,2,14:45:00,15:00:00
336,2,15:00:00,15:15:00
336,2,15:15:00,15:30:00
336,2,15:30:00,15:45:00
336,2,15:45:00,16:00:00
336,2,16:00:00,16:15:00
336,2,16:15:00,16:30:00
336,2,16:30:00,16:45:00
336,2,16:45:00,17:00:00
336,3,08:00:00,08:15:00
336,3,08:15:00,08:30:00
336,3,08:30:00,08:45:00
336,3,08:45:00,09:00:00
336,3,09:00:00,09:15:00
336,3,09:15:00,09:30:00
336,3,09:30:00,09:45:00
336,3,09:45:00,10:00:00
336,3,10:00:00,10:15:00
336,3,10:15:00,10:30:00
336,3,10:30:00,10:45:00
336,3,10:45:00,11:00:00
336,3,11:00:00,11:15:00
336,3,11:15:00,11:30:00
336,3,11:30:00,11:45:00
336,3,11:45:00,12:00:00
336,3,12:00:00,12:15:00
336,3,12:15:00,12:30:00
336,3,12:30:00,12:45:00
336,3,12:45:00,13:00:00
336,3,13:00:00,13:15:00
336,3,13:15:00,13:30:00
336,3,13:30:00,13:45:00
336,3,13:45:00,14:00:00
336,3,14:00:00,14:15:00
336,3,14:15:00,14:30:00
336,3,14:30:00,14:45:00
336,3,14:45:00,15:00:00
336,3,15:00:00,15:15:00
336,3,15:15:00,15:30:00
336,3,15:30:00,15:45:00
336,3,15:45:00,16:00:00
336,3,16:00:00,16:15:00
336,3,16:15:00,16:30:00
336,3,16:30:00,16:45:00
336,3,16:45:00,17:00:00
336,4,08:00:00,08:15:00
336,4,08:15:00,08:30:00
336,4,08:30:00,08:45:00
336,4,08:45:00,09:00:00
336,4,09:00:00,09:15:00
336,4,09:15:00,09:30:00
336,4,09:30:00,09:45:00
336,4,09:45:00,10:00:00
336,4,10:00:00,10:15:00
336,4,10:15:00,10:30:00
336,4,10:30:00,10:45:00
336,4,10:45:00,11:00:00
336,4,11:00:00,11:15:00
336,4,11:15:00,11:30:00
336,4,11:30:00,11:45:00
336,4,11:45:00,12:00:00
336,4,12:00:00,12:15:00
336,4,12:15:00,12:30:00
336,4,12:30:00,12:45:00
336,4,12:45:00,13:00:00
336,4,13:00:00,13:15:00
336,4,13:15:00,13:30:00
336,4,13:30:00,13:45:00
336,4,13:45:00,14:00:00
336,4,14:00:00,14:15:00
336,4,14:15:00,14:30:00
336,4,14:30:00,14:45:00
336,4,14:45:00,15:00:00
336,4,15:00:00,15:15:00
336,4,15:15:00,15:30:00
336,4,15:30:00,15:45:00
336,4,15:45:00,16:00:00
336,4,16:00:00,16:15:00
336,4,16:15:00,16:30:00
336,4,16:30:00,16:45:00
336,4,16:45:00,17:00:00
336,5,08:00:00,08:15:00
336,5,08:15:00,08:30:00
336,5,08:30:00,08:45:00
336,5,08:45:00,09:00:00
336,5,09:00:00,09:15:00
336,5,09:15:00,09:30:00
336,5,09:30:00,09:45:00
336,5,09:45:00,10:00:00
336,5,10:00:00,10:15:00
336,5,10:15:00,10:30:00
336,5,10:30:00,10:45:00
336,5,10:45:00,11:00:00
336,5,11:00:00,11:15:00
336,5,11:15:00,11:30:00
336,5,11:30:00,11:45:00
336,5,11:45:00,12:00:00
336,5,12:00:00,12:15:00
336,5,12:15:00,12:30:00
336,5,12:30:00,12:45:00
336,5,12:45:00,13:00:00
336,5,13:00:00,13:15:00
336,5,13:15:00,13:30:00
336,5,13:30:00,13:45:00
336,5,13:45:00,14:00:00
336,5,14:00:00,14:15:00
336,5,14:15:00,14:30:00
336,5,14:30:00,14:45:00
336,5,14:45:00,15:00:00
336,5,15:00:00,15:15:00
336,5,15:15:00,15:30:00
336,5,15:30:00,15:45:00
336,5,15:45:00,16:00:00
336,5,16:00:00,16:15:00
336,5,16:15:00,16:30:00
336,5,16:30:00,16:45:00
336,5,16:45:00,17:00:00
336,6,08:00:00,08:15:00
336,6,08:15:00,08:30:00
336,6,08:30:00,08:45:00
336,6,08:45:00,09:00:00
336,6,09:00:00,09:15:00
336,6,09:15:00,09:30:00
336,6,09:30:00,09:45:00
336,6,09:45:00,10:00:00
336,6,10:00:00,10:15:00
336,6,10:15:00,10:30:00
336,6,10:30:00,10:45:00
336,6,10:45:00,11:00:00
336,6,11:00:00,11:15:00
336,6,11:15:00,11:30:00
336,6,11:30:00,11:45:00
336,6,11:45:00,12:00:00
336,6,12:00:00,12:15:00
336,6,12:15:00,12:30:00
336,6,12:30:00,12:45:00
336,6,12:45:00,13:00:00
336,6,13:00:00,13:15:00
336,6,13:15:00,13:30:00
336,6,13:30:00,13:45:00
336,6,13:45:00,14:00:00
336,6,14:00:00,14:15:00
336,6,14:15:00,14:30:00
336,6,14:30:00,14:45:00
336,6,14:45:00,15:00:00
336,6,15:00:00,15:15:00
336,6,15:15:00,15:30:00
336,6,15:30:00,15:45:00
336,6,15:45:00,16:00:00
336,6,16:00:00,16:15:00
336,6,16:15:00,16:30:00
336,6,16:30:00,16:45:00
336,6,16:45:00,17:00:00
329,2,16:00:00,16:20:00
329,2,16:20:00,16:40:00
329,2,16:40:00,17:00:00
329,3,16:30:00,17:00:00
329,3,17:00:00,17:20:00
329,3,17:20:00,17:40:00
329,3,17:40:00,18:00:00
329,3,18:00:00,18:20:00
329,3,18:20:00,18:40:00
329,3,18:40:00,19:00:00
329,3,19:00:00,19:20:00
329,3,19:20:00,19:40:00
329,3,19:40:00,20:00:00
329,4,16:30:00,17:00:00
329,4,17:00:00,17:20:00
329,4,17:20:00,17:40:00
329,4,17:40:00,18:00:00
329,4,18:00:00,18:20:00
329,4,18:20:00,18:40:00
329,4,18:40:00,19:00:00
329,4,19:00:00,19:20:00
329,4,19:20:00,19:40:00
329,4,19:40:00,20:00:00
329,5,16:30:00,17:00:00
329,5,17:00:00,17:20:00
329,5,17:20:00,17:40:00
329,5,17:40:00,18:00:00
329,5,18:00:00,18:20:00
329,5,18:20:00,18:40:00
329,5,18:40:00,19:00:00
329,5,19:00:00,19:20:00
329,5,19:20:00,19:40:00
329,5,19:40:00,20:00:00
329,6,09:30:00,10:00:00
329,6,10:00:00,10:20:00
329,6,10:20:00,10:40:00
329,6,10:40:00,11:00:00
329,6,11:00:00,11:20:00
329,6,11:20:00,11:40:00
329,6,11:40:00,12:00:00
329,6,12:00:00,12:20:00
329,6,12:20:00,12:40:00
329,6,12:40:00,13:00:00
329,6,13:00:00,13:20:00
329,6,13:20:00,13:40:00
329,6,13:40:00,14:00:00
322,2,13:00:00,13:20:00
322,2,13:20:00,13:40:00
322,2,13:40:00,14:00:00
322,2,14:00:00,14:20:00
322,2,14:20:00,14:40:00
322,2,14:40:00,15:00:00
322,2,15:20:00,15:40:00
322,2,15:40:00,16:00:00
322,2,16:00:00,16:20:00
322,2,16:40:00,17:00:00
322,2,17:00:00,17:20:00
322,2,17:20:00,17:40:00
322,2,17:40:00,18:00:00
322,2,18:00:00,18:20:00
322,2,18:20:00,18:40:00
322,3,13:00:00,13:20:00
322,3,13:20:00,13:40:00
322,3,13:40:00,14:00:00
322,3,14:00:00,14:20:00
322,3,14:20:00,14:40:00
322,3,14:40:00,15:00:00
322,3,15:20:00,15:40:00
322,3,15:40:00,16:00:00
322,3,16:00:00,16:20:00
322,3,16:40:00,17:00:00
322,3,17:00:00,17:20:00
322,3,17:20:00,17:40:00
322,4,10:00:00,10:20:00
322,4,10:20:00,10:40:00
322,4,10:40:00,11:00:00
322,4,11:00:00,11:20:00
322,4,11:20:00,11:40:00
322,4,11:40:00,12:00:00
318,1,15:00:00,15:20:00
318,1,15:20:00,15:40:00
318,1,15:40:00,16:00:00
318,1,16:00:00,16:20:00
318,1,16:20:00,16:40:00
318,1,16:40:00,17:00:00
318,1,17:00:00,17:20:00
318,1,17:20:00,17:40:00
318,1,17:40:00,18:00:00
318,1,18:00:00,18:20:00
318,1,18:20:00,18:40:00
318,1,18:40:00,19:00:00
318,1,19:00:00,19:20:00
318,1,19:20:00,19:40:00
318,1,19:40:00,20:00:00
318,1,20:00:00,20:20:00
318,1,20:20:00,20:40:00
318,1,20:40:00,21:00:00
318,2,17:00:00,17:20:00
318,2,17:20:00,17:40:00
318,2,17:40:00,18:00:00
318,2,18:00:00,18:20:00
318,2,18:20:00,18:40:00
318,2,18:40:00,19:00:00
318,2,19:00:00,19:20:00
318,2,19:20:00,19:40:00
318,2,19:40:00,20:00:00
318,2,20:20:00,20:40:00
318,2,20:40:00,21:00:00
318,3,16:30:00,16:50:00
318,3,16:50:00,17:10:00
318,3,17:10:00,17:30:00
318,3,17:30:00,17:50:00
318,3,17:50:00,18:10:00
318,3,18:10:00,18:30:00
318,3,18:30:00,18:50:00
318,3,19:10:00,19:30:00
318,3,19:50:00,20:10:00
318,3,20:10:00,20:30:00
318,3,20:30:00,20:50:00
318,4,16:30:00,16:50:00
318,4,16:50:00,17:10:00
318,4,17:10:00,17:30:00
318,4,17:30:00,17:50:00
318,4,17:50:00,18:10:00
318,4,18:10:00,18:30:00
318,4,18:30:00,18:50:00
318,4,18:50:00,19:10:00
318,4,19:10:00,19:30:00
318,4,19:30:00,19:50:00
318,4,19:50:00,20:10:00
318,4,20:10:00,20:30:00
318,4,20:30:00,20:50:00
318,5,08:30:00,08:50:00
318,5,08:50:00,09:10:00
318,5,09:10:00,09:30:00
318,5,09:30:00,09:50:00
318,5,09:50:00,10:10:00
318,5,10:10:00,10:30:00
318,5,10:30:00,10:50:00
318,5,20:00:00,20:20:00
318,5,20:20:00,20:40:00
318,5,20:40:00,21:00:00
318,6,17:00:00,17:20:00
318,6,17:20:00,17:40:00
318,6,17:40:00,18:00:00
318,6,18:00:00,18:20:00
318,6,18:20:00,18:40:00
318,6,18:40:00,19:00:00
318,6,19:00:00,19:20:00
318,6,19:20:00,19:40:00
318,6,19:40:00,20:00:00
318,7,08:30:00,08:40:00
318,7,08:40:00,09:10:00
318,7,09:10:00,09:30:00
318,7,09:30:00,09:50:00
318,7,09:50:00,10:10:00
318,7,10:10:00,10:30:00
318,7,10:30:00,10:50:00
318,7,10:50:00,11:10:00
318,7,11:10:00,11:30:00
318,7,11:30:00,11:50:00
318,7,11:50:00,12:10:00
317,3,19:30:00,19:45:00
317,3,19:45:00,08:00:00
317,3,08:00:00,08:15:00
317,3,08:15:00,08:30:00
317,3,08:30:00,08:45:00
317,3,08:45:00,09:00:00
317,3,09:00:00,09:15:00
317,3,09:15:00,09:30:00
317,3,09:30:00,09:45:00
317,3,09:45:00,10:00:00
317,3,10:00:00,10:15:00
317,3,10:15:00,10:30:00
317,3,10:30:00,10:45:00
317,3,10:45:00,11:00:00
317,3,11:00:00,11:15:00
317,3,11:15:00,11:30:00
317,3,11:30:00,11:45:00
317,3,11:45:00,12:00:00
317,3,12:00:00,12:15:00
317,3,12:15:00,12:30:00
317,3,12:30:00,12:45:00
317,3,12:45:00,13:00:00
317,3,13:00:00,13:15:00
317,3,13:15:00,13:30:00
317,3,13:30:00,13:45:00
317,3,13:45:00,14:00:00
317,3,14:00:00,14:15:00
317,3,14:15:00,14:30:00
317,3,14:30:00,14:45:00
317,3,14:45:00,15:00:00
317,3,16:30:00,16:45:00
317,3,16:45:00,17:00:00
317,3,17:00:00,17:15:00
317,3,17:15:00,17:30:00
317,3,17:30:00,17:45:00
317,3,17:45:00,18:00:00
317,3,18:00:00,18:15:00
317,3,18:15:00,18:30:00
317,3,18:30:00,18:45:00
317,3,18:45:00,19:00:00
317,3,19:00:00,19:15:00
317,3,19:15:00,19:30:00
317,3,19:30:00,19:45:00
317,3,19:45:00,20:00:00
317,3,20:00:00,20:15:00
317,3,20:15:00,20:30:00
317,3,20:30:00,20:45:00
317,3,20:45:00,21:00:00
317,4,19:30:00,19:45:00
317,4,19:45:00,08:00:00
317,4,08:00:00,08:15:00
317,4,08:15:00,08:30:00
317,4,08:30:00,08:45:00
317,4,08:45:00,09:00:00
317,4,09:00:00,09:15:00
317,4,09:15:00,09:30:00
317,4,09:30:00,09:45:00
317,4,09:45:00,10:00:00
317,4,10:00:00,10:15:00
317,4,10:15:00,10:30:00
317,4,10:30:00,10:45:00
317,4,10:45:00,11:00:00
317,4,11:00:00,11:15:00
317,4,11:15:00,11:30:00
317,4,11:30:00,11:45:00
317,4,11:45:00,12:00:00
317,4,12:00:00,12:15:00
317,4,12:15:00,12:30:00
317,4,12:30:00,12:45:00
317,4,12:45:00,13:00:00
317,4,13:00:00,13:15:00
317,4,13:15:00,13:30:00
317,4,13:30:00,13:45:00
317,4,13:45:00,14:00:00
317,4,14:00:00,14:15:00
317,4,14:15:00,14:30:00
317,4,14:30:00,14:45:00
317,4,14:45:00,15:00:00
317,4,16:30:00,16:45:00
317,4,16:45:00,17:00:00
317,4,17:00:00,17:15:00
317,4,17:15:00,17:30:00
317,4,17:30:00,17:45:00
317,4,17:45:00,18:00:00
317,4,18:00:00,18:15:00
317,4,18:15:00,18:30:00
317,4,18:30:00,18:45:00
317,4,18:45:00,19:00:00
317,4,19:00:00,19:15:00
317,4,19:15:00,19:30:00
317,4,19:30:00,19:45:00
317,4,19:45:00,20:00:00
317,4,20:00:00,20:15:00
317,4,20:15:00,20:30:00
317,4,20:30:00,20:45:00
317,4,20:45:00,21:00:00
317,5,19:30:00,19:45:00
317,5,19:45:00,08:00:00
317,5,08:00:00,08:15:00
317,5,08:15:00,08:30:00
317,5,08:30:00,08:45:00
317,5,08:45:00,09:00:00
317,5,09:00:00,09:15:00
317,5,09:15:00,09:30:00
317,5,09:30:00,09:45:00
317,5,09:45:00,10:00:00
317,5,10:00:00,10:15:00
317,5,10:15:00,10:30:00
317,5,10:30:00,10:45:00
317,5,10:45:00,11:00:00
317,5,11:00:00,11:15:00
317,5,11:15:00,11:30:00
317,5,11:30:00,11:45:00
317,5,11:45:00,12:00:00
317,5,17:00:00,17:15:00
317,5,17:15:00,17:30:00
317,5,17:30:00,17:45:00
317,5,17:45:00,18:00:00
317,5,18:00:00,18:15:00
317,5,18:15:00,18:30:00
317,5,18:30:00,18:45:00
317,5,18:45:00,19:00:00
317,5,19:00:00,19:15:00
317,5,19:15:00,19:30:00
317,5,19:30:00,19:45:00
317,5,19:45:00,20:00:00
317,5,20:00:00,20:15:00
317,5,20:15:00,20:30:00
316,3,19:30:00,19:45:00
316,3,19:45:00,08:00:00
316,3,08:00:00,08:15:00
316,3,08:15:00,08:30:00
316,3,08:30:00,08:45:00
316,3,08:45:00,09:00:00
316,3,09:00:00,09:15:00
316,3,09:15:00,09:30:00
316,3,09:30:00,09:45:00
316,3,09:45:00,10:00:00
316,3,10:00:00,10:15:00
316,3,10:15:00,10:30:00
316,3,10:30:00,10:45:00
316,3,10:45:00,11:00:00
316,3,11:00:00,11:15:00
316,3,11:15:00,11:30:00
316,3,11:30:00,11:45:00
316,3,11:45:00,12:00:00
316,3,12:00:00,12:15:00
316,3,12:15:00,12:30:00
316,3,12:30:00,12:45:00
316,3,12:45:00,13:00:00
316,3,13:00:00,13:15:00
316,3,13:15:00,13:30:00
316,3,13:30:00,13:45:00
316,3,13:45:00,14:00:00
316,3,14:00:00,14:15:00
316,3,14:15:00,14:30:00
316,3,14:30:00,14:45:00
316,3,14:45:00,15:00:00
316,3,16:30:00,16:45:00
316,3,16:45:00,17:00:00
316,3,17:00:00,17:15:00
316,3,17:15:00,17:30:00
316,3,17:30:00,17:45:00
316,3,17:45:00,18:00:00
316,3,18:00:00,18:15:00
316,3,18:15:00,18:30:00
316,3,18:30:00,18:45:00
316,3,18:45:00,19:00:00
316,3,19:00:00,19:15:00
316,3,19:15:00,19:30:00
316,3,19:30:00,19:45:00
316,3,19:45:00,20:00:00
316,3,20:00:00,20:15:00
316,3,20:15:00,20:30:00
316,3,20:30:00,20:45:00
316,3,20:45:00,21:00:00
316,4,19:30:00,19:45:00
316,4,19:45:00,08:00:00
316,4,08:00:00,08:15:00
316,4,08:15:00,08:30:00
316,4,08:30:00,08:45:00
316,4,08:45:00,09:00:00
316,4,09:00:00,09:15:00
316,4,09:15:00,09:30:00
316,4,09:30:00,09:45:00
316,4,09:45:00,10:00:00
316,4,10:00:00,10:15:00
316,4,10:15:00,10:30:00
316,4,10:30:00,10:45:00
316,4,10:45:00,11:00:00
316,4,11:00:00,11:15:00
316,4,11:15:00,11:30:00
316,4,11:30:00,11:45:00
316,4,11:45:00,12:00:00
316,4,12:00:00,12:15:00
316,4,12:15:00,12:30:00
316,4,12:30:00,12:45:00
316,4,12:45:00,13:00:00
316,4,13:00:00,13:15:00
316,4,13:15:00,13:30:00
316,4,13:30:00,13:45:00
316,4,13:45:00,14:00:00
316,4,14:00:00,14:15:00
316,4,14:15:00,14:30:00
316,4,14:30:00,14:45:00
316,4,14:45:00,15:00:00
316,4,16:30:00,16:45:00
316,4,16:45:00,17:00:00
316,4,17:00:00,17:15:00
316,4,17:15:00,17:30:00
316,4,17:30:00,17:45:00
316,4,17:45:00,18:00:00
316,4,18:00:00,18:15:00
316,4,18:15:00,18:30:00
316,4,18:30:00,18:45:00
316,4,18:45:00,19:00:00
316,4,19:00:00,19:15:00
316,4,19:15:00,19:30:00
316,4,19:30:00,19:45:00
316,4,19:45:00,20:00:00
316,4,20:00:00,20:15:00
316,4,20:15:00,20:30:00
316,4,20:30:00,20:45:00
316,4,20:45:00,21:00:00
316,5,19:30:00,19:45:00
316,5,19:45:00,08:00:00
316,5,08:00:00,08:15:00
316,5,08:15:00,08:30:00
316,5,08:30:00,08:45:00
316,5,08:45:00,09:00:00
316,5,09:00:00,09:15:00
316,5,09:15:00,09:30:00
316,5,09:30:00,09:45:00
316,5,09:45:00,10:00:00
316,5,10:00:00,10:15:00
316,5,10:15:00,10:30:00
316,5,10:30:00,10:45:00
316,5,10:45:00,11:00:00
316,5,11:00:00,11:15:00
316,5,11:15:00,11:30:00
316,5,11:30:00,11:45:00
316,5,11:45:00,12:00:00
316,5,17:00:00,17:15:00
316,5,17:15:00,17:30:00
316,5,17:30:00,17:45:00
316,5,17:45:00,18:00:00
316,5,18:00:00,18:15:00
316,5,18:15:00,18:30:00
316,5,18:30:00,18:45:00
316,5,18:45:00,19:00:00
316,5,19:00:00,19:15:00
316,5,19:15:00,19:30:00
316,5,19:30:00,19:45:00
316,5,19:45:00,20:00:00
316,5,20:00:00,20:15:00
316,5,20:15:00,20:30:00
314,2,08:00:00,08:10:00
314,2,08:10:00,08:20:00
314,2,08:20:00,08:30:00
314,2,08:30:00,08:40:00
314,2,08:40:00,08:50:00
314,2,08:50:00,09:00:00
314,2,09:00:00,09:10:00
314,2,09:10:00,09:20:00
314,2,09:20:00,09:30:00
314,2,09:30:00,09:40:00
314,2,09:40:00,09:50:00
314,2,09:50:00,10:00:00
314,2,10:00:00,10:10:00
314,2,10:10:00,10:20:00
314,2,10:20:00,10:30:00
314,2,10:30:00,10:40:00
314,2,10:40:00,10:50:00
314,2,10:50:00,11:00:00
314,2,11:00:00,11:10:00
314,2,11:10:00,11:20:00
314,2,11:20:00,11:30:00
314,2,11:30:00,11:40:00
314,2,11:40:00,11:50:00
314,2,11:50:00,12:00:00
314,2,12:00:00,12:10:00
314,2,12:10:00,12:20:00
314,2,12:20:00,12:30:00
314,2,12:30:00,12:40:00
314,2,12:40:00,12:50:00
314,2,12:50:00,13:00:00
314,2,13:00:00,13:10:00
314,2,13:10:00,13:20:00
314,2,13:20:00,13:30:00
314,2,13:30:00,13:40:00
314,2,13:40:00,13:50:00
314,2,13:50:00,14:00:00
314,2,14:00:00,14:10:00
314,2,14:10:00,14:20:00
314,2,14:20:00,14:30:00
314,2,14:30:00,14:40:00
314,2,14:40:00,14:50:00
314,2,14:50:00,15:00:00
314,2,15:00:00,15:10:00
314,2,15:10:00,15:20:00
314,2,15:20:00,15:30:00
314,2,15:30:00,15:40:00
314,2,15:40:00,15:50:00
314,2,15:50:00,16:00:00
314,2,16:00:00,16:10:00
314,2,16:10:00,16:20:00
314,2,16:20:00,16:30:00
314,2,16:30:00,16:40:00
314,2,16:40:00,16:50:00
314,2,16:50:00,17:00:00
314,2,17:00:00,17:10:00
314,2,17:10:00,17:20:00
314,2,17:20:00,17:30:00
314,2,17:30:00,17:40:00
314,2,17:40:00,17:50:00
314,2,17:50:00,18:00:00
314,2,18:00:00,18:10:00
314,2,18:10:00,18:20:00
314,2,18:20:00,18:30:00
314,2,18:30:00,18:40:00
314,2,18:40:00,18:50:00
314,2,18:50:00,19:00:00
314,3,08:00:00,08:10:00
314,3,08:10:00,08:20:00
314,3,08:20:00,08:30:00
314,3,08:30:00,08:40:00
314,3,08:40:00,08:50:00
314,3,08:50:00,09:00:00
314,3,09:00:00,09:10:00
314,3,09:10:00,09:20:00
314,3,09:20:00,09:30:00
314,3,09:30:00,09:40:00
314,3,09:40:00,09:50:00
314,3,09:50:00,10:00:00
314,3,10:00:00,10:10:00
314,3,10:10:00,10:20:00
314,3,10:20:00,10:30:00
314,3,10:30:00,10:40:00
314,3,10:40:00,10:50:00
314,3,10:50:00,11:00:00
314,3,11:00:00,11:10:00
314,3,11:10:00,11:20:00
314,3,11:20:00,11:30:00
314,3,11:30:00,11:40:00
314,3,11:40:00,11:50:00
314,3,11:50:00,12:00:00
314,3,12:00:00,12:10:00
314,3,12:10:00,12:20:00
314,3,12:20:00,12:30:00
314,3,12:30:00,12:40:00
314,3,12:40:00,12:50:00
314,3,12:50:00,13:00:00
314,3,13:00:00,13:10:00
314,3,13:10:00,13:20:00
314,3,13:20:00,13:30:00
314,3,13:30:00,13:40:00
314,3,13:40:00,13:50:00
314,3,13:50:00,14:00:00
314,3,14:00:00,14:10:00
314,3,14:10:00,14:20:00
314,3,14:20:00,14:30:00
314,3,14:30:00,14:40:00
314,3,14:40:00,14:50:00
314,3,14:50:00,15:00:00
314,3,15:00:00,15:10:00
314,3,15:10:00,15:20:00
314,3,15:20:00,15:30:00
314,3,15:30:00,15:40:00
314,3,15:40:00,15:50:00
314,3,15:50:00,16:00:00
314,3,16:00:00,16:10:00
314,3,16:10:00,16:20:00
314,3,16:20:00,16:30:00
314,3,16:30:00,16:40:00
314,3,16:40:00,16:50:00
314,3,16:50:00,17:00:00
314,3,17:00:00,17:10:00
314,3,17:10:00,17:20:00
314,3,17:20:00,17:30:00
314,3,17:30:00,17:40:00
314,3,17:40:00,17:50:00
314,3,17:50:00,18:00:00
314,3,18:00:00,18:10:00
314,3,18:10:00,18:20:00
314,3,18:20:00,18:30:00
314,3,18:30:00,18:40:00
314,3,18:40:00,18:50:00
314,3,18:50:00,19:00:00
314,4,08:00:00,08:10:00
314,4,08:10:00,08:20:00
314,4,08:20:00,08:30:00
314,4,08:30:00,08:40:00
314,4,08:40:00,08:50:00
314,4,08:50:00,09:00:00
314,4,09:00:00,09:10:00
314,4,09:10:00,09:20:00
314,4,09:20:00,09:30:00
314,4,09:30:00,09:40:00
314,4,09:40:00,09:50:00
314,4,09:50:00,10:00:00
314,4,10:00:00,10:10:00
314,4,10:10:00,10:20:00
314,4,10:20:00,10:30:00
314,4,10:30:00,10:40:00
314,4,10:40:00,10:50:00
314,4,10:50:00,11:00:00
314,4,11:00:00,11:10:00
314,4,11:10:00,11:20:00
314,4,11:20:00,11:30:00
314,4,11:30:00,11:40:00
314,4,11:40:00,11:50:00
314,4,11:50:00,12:00:00
314,4,12:00:00,12:10:00
314,4,12:10:00,12:20:00
314,4,12:20:00,12:30:00
314,4,12:30:00,12:40:00
314,4,12:40:00,12:50:00
314,4,12:50:00,13:00:00
314,4,13:00:00,13:10:00
314,4,13:10:00,13:20:00
314,4,13:20:00,13:30:00
314,4,13:30:00,13:40:00
314,4,13:40:00,13:50:00
314,4,13:50:00,14:00:00
314,4,14:00:00,14:10:00
314,4,14:10:00,14:20:00
314,4,14:20:00,14:30:00
314,4,14:30:00,14:40:00
314,4,14:40:00,14:50:00
314,4,14:50:00,15:00:00
314,4,15:00:00,15:10:00
314,4,15:10:00,15:20:00
314,4,15:20:00,15:30:00
314,4,15:30:00,15:40:00
314,4,15:40:00,15:50:00
314,4,15:50:00,16:00:00
314,4,16:00:00,16:10:00
314,4,16:10:00,16:20:00
314,4,16:20:00,16:30:00
314,4,16:30:00,16:40:00
